oid,custid,ordertime
8398,126,2018-10-07 18:44:38.547689+00
8399,43,2018-10-07 18:44:51.095279+00
8400,791,2018-10-07 18:45:24.13884+00
8401,702,2018-10-07 18:45:43.383292+00
8402,269,2018-10-07 18:45:48.179759+00
8403,940,2018-10-07 18:46:30.458684+00
8404,735,2018-10-07 18:46:32.835394+00
8405,197,2018-10-07 18:46:43.278953+00
8406,422,2018-10-07 18:46:43.882809+00
8407,176,2018-10-07 18:46:59.268029+00
8408,914,2018-10-07 18:47:05.026372+00
8409,401,2018-10-07 18:47:42.468709+00
8410,665,2018-10-07 18:48:16.701742+00
8411,878,2018-10-07 18:48:21.522178+00
8412,785,2018-10-07 18:48:38.211488+00
8413,864,2018-10-07 18:48:54.577474+00
8414,751,2018-10-07 18:49:04.719992+00
8415,799,2018-10-07 18:49:40.664782+00
8416,791,2018-10-07 18:49:42.928563+00
8417,794,2018-10-07 18:49:46.734159+00
8418,363,2018-10-07 18:50:23.121729+00
8419,99,2018-10-07 18:50:57.79891+00
8420,188,2018-10-07 18:51:14.992902+00
8421,577,2018-10-07 18:51:41.12299+00
8422,85,2018-10-07 18:51:42.876248+00
8423,63,2018-10-07 18:52:18.864192+00
8424,716,2018-10-07 18:52:21.854122+00
8425,943,2018-10-07 18:52:47.344177+00
8426,936,2018-10-07 18:52:50.317612+00
8427,567,2018-10-07 18:53:23.84128+00
8428,828,2018-10-07 18:53:30.606511+00
8429,192,2018-10-07 18:53:43.926127+00
8430,361,2018-10-07 18:53:47.132008+00
8431,899,2018-10-07 18:53:52.619237+00
8432,537,2018-10-07 18:54:19.327359+00
8433,62,2018-10-07 18:54:26.531985+00
8434,461,2018-10-07 18:54:29.696816+00
8435,43,2018-10-07 18:54:32.320678+00
8436,27,2018-10-07 18:54:58.126203+00
8437,212,2018-10-07 18:55:17.520065+00
8438,110,2018-10-07 18:55:42.945213+00
8439,369,2018-10-07 18:56:17.689136+00
8440,862,2018-10-07 18:56:51.137935+00
8441,433,2018-10-07 18:57:23.582317+00
8442,321,2018-10-07 18:57:24.290471+00
8443,766,2018-10-07 18:57:27.050882+00
8444,899,2018-10-07 18:58:11.844462+00
8445,643,2018-10-07 18:58:27.155283+00
8446,880,2018-10-07 18:58:41.935939+00
8447,602,2018-10-07 18:59:37.921584+00
8448,909,2018-10-07 18:59:38.165963+00
8449,351,2018-10-07 18:59:39.88681+00
8450,1000,2018-10-07 19:00:03.694718+00
8451,561,2018-10-07 19:00:06.911166+00
8452,170,2018-10-07 19:00:38.392082+00
8453,67,2018-10-07 19:01:02.7086+00
8454,103,2018-10-07 19:01:09.145341+00
8455,225,2018-10-07 19:01:42.689019+00
8456,212,2018-10-07 19:01:50.236222+00
8457,728,2018-10-07 19:01:57.994855+00
8458,922,2018-10-07 19:02:21.819988+00
8459,610,2018-10-07 19:02:23.033311+00
8460,990,2018-10-07 19:02:55.075333+00
8461,874,2018-10-07 19:03:00.379389+00
8462,614,2018-10-07 19:03:24.083128+00
8463,405,2018-10-07 19:03:30.031267+00
8464,678,2018-10-07 19:03:37.23034+00
8465,478,2018-10-07 19:04:20.97738+00
8466,557,2018-10-07 19:04:33.928605+00
8467,418,2018-10-07 19:05:06.339325+00
8468,117,2018-10-07 19:05:38.878134+00
8469,344,2018-10-07 19:06:09.674943+00
8470,582,2018-10-07 19:06:11.386287+00
8471,839,2018-10-07 19:06:36.257089+00
8472,949,2018-10-07 19:07:13.971961+00
8473,415,2018-10-07 19:07:33.676786+00
8474,393,2018-10-07 19:07:51.922761+00
8475,926,2018-10-07 19:08:14.530547+00
8476,84,2018-10-07 19:08:29.814517+00
8477,978,2018-10-07 19:09:14.997247+00
8478,31,2018-10-07 19:09:18.904253+00
8479,91,2018-10-07 19:09:27.799459+00
8480,593,2018-10-07 19:09:51.376337+00
8481,96,2018-10-07 19:10:08.861152+00
8482,699,2018-10-07 19:10:22.471946+00
8483,789,2018-10-07 19:10:45.255939+00
8484,71,2018-10-07 19:10:48.799842+00
8485,274,2018-10-07 19:11:02.740746+00
8486,963,2018-10-07 19:11:10.080183+00
8487,876,2018-10-07 19:11:49.118074+00
8488,105,2018-10-07 19:11:53.059179+00
8489,425,2018-10-07 19:12:10.243131+00
8490,884,2018-10-07 19:12:32.474677+00
8491,821,2018-10-07 19:12:35.31483+00
8492,385,2018-10-07 19:14:30.721706+00
8493,87,2018-10-07 19:15:21.603161+00
8494,679,2018-10-07 19:15:37.315357+00
8495,284,2018-10-07 19:15:41.748231+00
8496,80,2018-10-07 19:16:02.772067+00
8497,501,2018-10-07 19:16:09.684808+00
8498,871,2018-10-07 19:16:41.263545+00
8499,108,2018-10-07 19:18:01.991916+00
8500,460,2018-10-07 19:18:05.689641+00
8501,197,2018-10-07 19:18:22.414211+00
8502,390,2018-10-07 19:19:01.116862+00
8503,403,2018-10-07 19:19:18.892091+00
8504,401,2018-10-07 19:19:37.310505+00
8505,527,2018-10-07 19:20:00.846252+00
8506,112,2018-10-07 19:20:13.991424+00
8507,431,2018-10-07 19:20:27.722359+00
8508,882,2018-10-07 19:20:38.114384+00
8509,353,2018-10-07 19:21:02.931127+00
8510,503,2018-10-07 19:21:32.227199+00
8511,287,2018-10-07 19:21:47.40039+00
8512,349,2018-10-07 19:21:48.520276+00
8513,172,2018-10-07 19:22:11.435653+00
8514,834,2018-10-07 19:22:32.213898+00
8515,41,2018-10-07 19:22:35.554727+00
8516,52,2018-10-07 19:22:45.186375+00
8517,625,2018-10-07 19:22:58.02814+00
8518,120,2018-10-07 19:23:18.095307+00
8519,323,2018-10-07 19:23:45.660361+00
8520,567,2018-10-07 19:23:57.561368+00
8521,493,2018-10-07 19:24:08.527295+00
8522,69,2018-10-07 19:24:14.972189+00
8523,95,2018-10-07 19:24:48.432242+00
8524,74,2018-10-07 19:24:57.16114+00
8525,541,2018-10-07 19:25:23.229545+00
8526,449,2018-10-07 19:25:33.867095+00
8527,107,2018-10-07 19:25:39.396284+00
8528,401,2018-10-07 19:26:23.890822+00
8529,142,2018-10-07 19:26:49.224604+00
8530,784,2018-10-07 19:27:10.66649+00
8531,833,2018-10-07 19:27:11.693352+00
8532,52,2018-10-07 19:27:18.807369+00
8533,481,2018-10-07 19:27:20.156964+00
8534,879,2018-10-07 19:27:22.705897+00
8535,359,2018-10-07 19:27:57.979047+00
8536,687,2018-10-07 19:28:15.401155+00
8537,802,2018-10-07 19:28:17.633314+00
8538,838,2018-10-07 19:28:30.353261+00
8539,764,2018-10-07 19:28:34.560222+00
8540,499,2018-10-07 19:28:48.620251+00
8541,81,2018-10-07 19:28:51.666242+00
8542,783,2018-10-07 19:28:54.564672+00
8543,32,2018-10-07 19:29:13.925665+00
8544,96,2018-10-07 19:29:22.266389+00
8545,849,2018-10-07 19:29:48.202614+00
8546,644,2018-10-07 19:30:02.740997+00
8547,264,2018-10-07 19:30:06.342731+00
8548,223,2018-10-07 19:30:18.037772+00
8549,52,2018-10-07 19:30:36.664977+00
8550,866,2018-10-07 19:31:20.927058+00
8551,111,2018-10-07 19:31:46.636411+00
8552,468,2018-10-07 19:32:21.95283+00
8553,899,2018-10-07 19:32:22.670911+00
8554,990,2018-10-07 19:32:45.299295+00
8555,795,2018-10-07 19:33:12.990628+00
8556,622,2018-10-07 19:33:48.701918+00
8557,349,2018-10-07 19:33:50.270179+00
8558,469,2018-10-07 19:33:50.955565+00
8559,385,2018-10-07 19:35:12.883641+00
8560,49,2018-10-07 19:35:39.650305+00
8561,833,2018-10-07 19:35:48.527382+00
8562,602,2018-10-07 19:36:47.567878+00
8563,975,2018-10-07 19:37:11.989752+00
8564,859,2018-10-07 19:37:53.407758+00
8565,418,2018-10-07 19:38:16.309651+00
8566,104,2018-10-07 19:38:17.357302+00
8567,411,2018-10-07 19:38:38.136377+00
8568,615,2018-10-07 19:38:46.736499+00
8569,262,2018-10-07 19:38:52.471887+00
8570,346,2018-10-07 19:38:53.026268+00
8571,919,2018-10-07 19:39:17.141586+00
8572,295,2018-10-07 19:39:51.342074+00
8573,340,2018-10-07 19:40:16.027428+00
8574,541,2018-10-07 19:40:22.84054+00
8575,868,2018-10-07 19:40:53.252837+00
8576,643,2018-10-07 19:41:13.580132+00
8577,385,2018-10-07 19:41:18.416105+00
8578,289,2018-10-07 19:41:32.737039+00
8579,464,2018-10-07 19:42:01.332249+00
8580,853,2018-10-07 19:42:29.422149+00
8581,427,2018-10-07 19:42:34.190196+00
8582,166,2018-10-07 19:42:49.234508+00
8583,275,2018-10-07 19:42:54.991371+00
8584,788,2018-10-07 19:43:09.49085+00
8585,99,2018-10-07 19:43:18.58225+00
8586,752,2018-10-07 19:43:43.821183+00
8587,239,2018-10-07 19:44:13.139395+00
8588,278,2018-10-07 19:44:15.397344+00
8589,989,2018-10-07 19:44:41.179799+00
8590,453,2018-10-07 19:44:54.560307+00
8591,835,2018-10-07 19:44:55.559841+00
8592,256,2018-10-07 19:45:09.440711+00
8593,510,2018-10-07 19:45:19.014551+00
8594,330,2018-10-07 19:45:41.146425+00
8595,359,2018-10-07 19:46:17.334153+00
8596,393,2018-10-07 19:46:20.258772+00
8597,919,2018-10-07 19:46:51.169887+00
8598,184,2018-10-07 19:47:54.831004+00
8599,531,2018-10-07 19:48:02.311756+00
8600,702,2018-10-07 19:48:32.537456+00
8601,446,2018-10-07 19:48:38.229289+00
8602,756,2018-10-07 19:49:09.580857+00
8603,932,2018-10-07 19:49:11.775653+00
8604,955,2018-10-07 19:49:32.765275+00
8605,547,2018-10-07 19:49:44.490373+00
8606,650,2018-10-07 19:49:56.937154+00
8607,364,2018-10-07 19:50:04.521385+00
8608,952,2018-10-07 19:50:40.923664+00
8609,793,2018-10-07 19:50:58.237039+00
8610,974,2018-10-07 19:51:13.136257+00
8611,283,2018-10-07 19:51:27.529227+00
8612,297,2018-10-07 19:51:51.231758+00
8613,719,2018-10-07 19:52:06.262976+00
8614,525,2018-10-07 19:52:24.982047+00
8615,327,2018-10-07 19:52:26.103236+00
8616,293,2018-10-07 19:52:34.329941+00
8617,555,2018-10-07 19:52:48.755746+00
8618,499,2018-10-07 19:53:06.458273+00
8619,735,2018-10-07 19:53:17.385522+00
8620,383,2018-10-07 19:53:47.100912+00
8621,932,2018-10-07 19:54:31.030839+00
8622,626,2018-10-07 19:54:46.721114+00
8623,638,2018-10-07 19:54:56.702823+00
8624,80,2018-10-07 19:55:33.582212+00
8625,562,2018-10-07 19:55:47.595407+00
8626,288,2018-10-07 19:56:12.850554+00
8627,504,2018-10-07 19:56:51.571112+00
8628,875,2018-10-07 19:56:56.128113+00
8629,812,2018-10-07 19:57:04.895944+00
8630,544,2018-10-07 19:57:10.817832+00
8631,580,2018-10-07 19:57:49.011795+00
8632,50,2018-10-07 19:57:49.987677+00
8633,895,2018-10-07 19:58:03.297199+00
8634,957,2018-10-07 19:58:38.340156+00
8635,543,2018-10-07 19:58:56.594644+00
8636,411,2018-10-07 19:59:24.206904+00
8637,812,2018-10-07 19:59:34.629387+00
8638,611,2018-10-07 20:00:12.088692+00
8639,333,2018-10-07 20:00:17.205947+00
8640,394,2018-10-07 20:00:33.869587+00
8641,913,2018-10-07 20:00:45.929323+00
8642,599,2018-10-07 20:00:57.44791+00
8643,502,2018-10-07 20:01:03.261245+00
8644,828,2018-10-07 20:01:54.740833+00
8645,509,2018-10-07 20:02:00.152588+00
8646,961,2018-10-07 20:02:16.105506+00
8647,304,2018-10-07 20:02:16.697798+00
8648,124,2018-10-07 20:02:40.270448+00
8649,868,2018-10-07 20:02:50.704549+00
8650,189,2018-10-07 20:03:30.312168+00
8651,111,2018-10-07 20:03:40.695615+00
8652,403,2018-10-07 20:04:20.660448+00
8653,174,2018-10-07 20:04:28.093204+00
8654,445,2018-10-07 20:05:10.702446+00
8655,271,2018-10-07 20:05:14.968224+00
8656,703,2018-10-07 20:06:11.145979+00
8657,739,2018-10-07 20:06:27.140266+00
8658,252,2018-10-07 20:07:13.892785+00
8659,696,2018-10-07 20:07:43.370989+00
8660,230,2018-10-07 20:07:45.306352+00
8661,401,2018-10-07 20:07:54.128693+00
8662,577,2018-10-07 20:08:14.601103+00
8663,935,2018-10-07 20:08:16.530236+00
8664,28,2018-10-07 20:08:37.34881+00
8665,784,2018-10-07 20:09:03.507605+00
8666,377,2018-10-07 20:09:18.164347+00
8667,441,2018-10-07 20:09:18.583808+00
8668,369,2018-10-07 20:09:52.387774+00
8669,104,2018-10-07 20:10:52.514367+00
8670,71,2018-10-07 20:11:13.770472+00
8671,397,2018-10-07 20:11:20.928671+00
8672,952,2018-10-07 20:11:32.527783+00
8673,158,2018-10-07 20:11:33.232792+00
8674,399,2018-10-07 20:11:40.475327+00
8675,397,2018-10-07 20:12:04.519588+00
8676,399,2018-10-07 20:12:43.963455+00
8677,932,2018-10-07 20:12:52.299549+00
8678,11,2018-10-07 20:13:07.449846+00
8679,243,2018-10-07 20:13:44.005109+00
8680,766,2018-10-07 20:13:45.653465+00
8681,828,2018-10-07 20:13:49.150679+00
8682,746,2018-10-07 20:13:59.300143+00
8683,468,2018-10-07 20:14:41.795491+00
8684,856,2018-10-07 20:14:48.595346+00
8685,21,2018-10-07 20:15:03.156064+00
8686,175,2018-10-07 20:15:26.100543+00
8687,32,2018-10-07 20:15:35.19328+00
8688,170,2018-10-07 20:16:10.464837+00
8689,258,2018-10-07 20:16:23.60522+00
8690,143,2018-10-07 20:16:30.185977+00
8691,571,2018-10-07 20:16:49.850603+00
8692,640,2018-10-07 20:17:00.879817+00
8693,925,2018-10-07 20:17:14.309548+00
8694,608,2018-10-07 20:17:17.061018+00
8695,858,2018-10-07 20:17:49.201968+00
8696,310,2018-10-07 20:17:54.920215+00
8697,580,2018-10-07 20:18:36.255916+00
8698,700,2018-10-07 20:18:45.049448+00
8699,87,2018-10-07 20:18:48.787036+00
8700,490,2018-10-07 20:18:56.354747+00
8701,644,2018-10-07 20:19:17.282405+00
8702,528,2018-10-07 20:19:42.870263+00
8703,841,2018-10-07 20:19:52.428999+00
8704,139,2018-10-07 20:20:27.973612+00
8705,679,2018-10-07 20:20:29.706004+00
8706,554,2018-10-07 20:21:04.040113+00
8707,952,2018-10-07 20:21:14.429235+00
8708,400,2018-10-07 20:21:43.761683+00
8709,488,2018-10-07 20:22:13.656369+00
8710,410,2018-10-07 20:22:22.465092+00
8711,333,2018-10-07 20:22:31.084374+00
8712,507,2018-10-07 20:22:34.950254+00
8713,690,2018-10-07 20:23:29.452806+00
8714,65,2018-10-07 20:23:42.318929+00
8715,724,2018-10-07 20:23:48.299359+00
8716,13,2018-10-07 20:23:56.245975+00
8717,691,2018-10-07 20:23:58.849488+00
8718,531,2018-10-07 20:24:40.417737+00
8719,164,2018-10-07 20:25:03.846635+00
8720,89,2018-10-07 20:25:14.72195+00
8721,555,2018-10-07 20:25:32.363903+00
8722,9,2018-10-07 20:26:13.244815+00
8723,980,2018-10-07 20:26:15.406288+00
8724,968,2018-10-07 20:26:31.391116+00
8725,191,2018-10-07 20:26:39.794273+00
8726,271,2018-10-07 20:27:21.291632+00
8727,708,2018-10-07 20:27:27.538086+00
8728,517,2018-10-07 20:27:48.941818+00
8729,565,2018-10-07 20:28:14.444978+00
8730,306,2018-10-07 20:28:46.563704+00
8731,155,2018-10-07 20:28:49.511119+00
8732,882,2018-10-07 20:29:14.380197+00
8733,347,2018-10-07 20:29:32.997875+00
8734,904,2018-10-07 20:30:09.336614+00
8735,847,2018-10-07 20:30:14.986517+00
8736,945,2018-10-07 20:30:24.530746+00
8737,913,2018-10-07 20:30:41.802757+00
8738,80,2018-10-07 20:31:05.051813+00
8739,951,2018-10-07 20:31:40.172205+00
8740,845,2018-10-07 20:31:51.274416+00
8741,263,2018-10-07 20:31:52.759426+00
8742,620,2018-10-07 20:33:28.635392+00
8743,256,2018-10-07 20:33:30.896275+00
8744,440,2018-10-07 20:33:45.045925+00
8745,985,2018-10-07 20:34:07.944201+00
8746,12,2018-10-07 20:34:14.781495+00
8747,274,2018-10-07 20:34:16.117296+00
8748,512,2018-10-07 20:34:20.740735+00
8749,666,2018-10-07 20:34:38.495835+00
8750,401,2018-10-07 20:34:54.855167+00
8751,652,2018-10-07 20:34:57.538861+00
8752,61,2018-10-07 20:35:15.749805+00
8753,23,2018-10-07 20:35:16.373627+00
8754,373,2018-10-07 20:35:23.827401+00
8755,737,2018-10-07 20:36:14.509716+00
8756,723,2018-10-07 20:36:20.901724+00
8757,558,2018-10-07 20:36:22.177021+00
8758,323,2018-10-07 20:36:34.236053+00
8759,358,2018-10-07 20:36:42.892705+00
8760,755,2018-10-07 20:36:52.814286+00
8761,672,2018-10-07 20:36:55.384103+00
8762,387,2018-10-07 20:36:56.467472+00
8763,427,2018-10-07 20:37:42.506835+00
8764,546,2018-10-07 20:37:47.896656+00
8765,551,2018-10-07 20:38:14.458276+00
8766,626,2018-10-07 20:38:26.548946+00
8767,169,2018-10-07 20:39:22.456732+00
8768,970,2018-10-07 20:39:24.280557+00
8769,293,2018-10-07 20:39:47.059923+00
8770,869,2018-10-07 20:40:09.179394+00
8771,989,2018-10-07 20:40:21.36887+00
8772,760,2018-10-07 20:40:38.067158+00
8773,917,2018-10-07 20:41:06.931322+00
8774,153,2018-10-07 20:41:30.092482+00
8775,538,2018-10-07 20:42:22.73444+00
8776,325,2018-10-07 20:42:29.466801+00
8777,431,2018-10-07 20:43:01.036977+00
8778,80,2018-10-07 20:43:07.346367+00
8779,46,2018-10-07 20:43:09.837299+00
8780,700,2018-10-07 20:43:24.854358+00
8781,580,2018-10-07 20:43:45.221903+00
8782,76,2018-10-07 20:44:00.957469+00
8783,758,2018-10-07 20:44:02.124868+00
8784,286,2018-10-07 20:44:37.277194+00
8785,406,2018-10-07 20:45:09.294435+00
8786,927,2018-10-07 20:45:23.264716+00
8787,236,2018-10-07 20:45:53.023701+00
8788,797,2018-10-07 20:46:01.066829+00
8789,561,2018-10-07 20:46:26.65853+00
8790,486,2018-10-07 20:46:29.930514+00
8791,617,2018-10-07 20:47:29.032187+00
8792,290,2018-10-07 20:47:40.58707+00
8793,941,2018-10-07 20:48:12.403636+00
8794,973,2018-10-07 20:48:19.405559+00
8795,164,2018-10-07 20:48:39.56206+00
8796,814,2018-10-07 20:48:47.862308+00
8797,737,2018-10-07 20:49:09.843244+00
8798,690,2018-10-07 20:49:15.679293+00
8799,859,2018-10-07 20:49:40.011064+00
8800,584,2018-10-07 20:49:41.315581+00
8801,429,2018-10-07 20:50:12.294554+00
8802,794,2018-10-07 20:50:54.404647+00
8803,736,2018-10-07 20:50:55.32046+00
8804,881,2018-10-07 20:50:59.068617+00
8805,516,2018-10-07 20:51:15.484147+00
8806,8,2018-10-07 20:52:01.634084+00
8807,718,2018-10-07 20:52:04.501144+00
8808,823,2018-10-07 20:52:06.444311+00
8809,918,2018-10-07 20:52:35.347535+00
8810,298,2018-10-07 20:52:51.316017+00
8811,454,2018-10-07 20:53:07.539319+00
8812,979,2018-10-07 20:53:13.883748+00
8813,78,2018-10-07 20:53:28.079479+00
8814,218,2018-10-07 20:53:42.217574+00
8815,848,2018-10-07 20:53:44.02963+00
8816,432,2018-10-07 20:53:51.692043+00
8817,335,2018-10-07 20:54:13.936145+00
8818,562,2018-10-07 20:54:17.165294+00
8819,149,2018-10-07 20:54:32.516358+00
8820,170,2018-10-07 20:54:48.985377+00
8821,748,2018-10-07 20:55:09.027335+00
8822,633,2018-10-07 20:55:10.454456+00
8823,636,2018-10-07 20:56:03.313554+00
8824,828,2018-10-07 20:56:16.274186+00
8825,842,2018-10-07 20:56:33.963325+00
8826,666,2018-10-07 20:57:00.506983+00
8827,481,2018-10-07 20:57:48.061735+00
8828,998,2018-10-07 20:57:55.24383+00
8829,533,2018-10-07 20:58:04.753677+00
8830,965,2018-10-07 20:58:12.487258+00
8831,10,2018-10-07 20:59:32.71182+00
8832,113,2018-10-07 20:59:36.792144+00
8833,511,2018-10-07 20:59:43.510376+00
8834,717,2018-10-07 20:59:56.515551+00
8835,192,2018-10-07 21:00:03.474801+00
8836,947,2018-10-07 21:00:08.129828+00
8837,87,2018-10-07 21:00:21.191908+00
8838,902,2018-10-07 21:00:29.70476+00
8839,456,2018-10-07 21:01:03.487679+00
8840,147,2018-10-07 21:01:04.06341+00
8841,544,2018-10-07 21:01:50.158725+00
8842,917,2018-10-07 21:01:55.466709+00
8843,219,2018-10-07 21:02:28.079912+00
8844,403,2018-10-07 21:02:33.586723+00
8845,985,2018-10-07 21:02:34.619858+00
8846,311,2018-10-07 21:03:13.002872+00
8847,999,2018-10-07 21:03:56.4639+00
8848,370,2018-10-07 21:04:08.375719+00
8849,376,2018-10-07 21:04:27.584852+00
8850,92,2018-10-07 21:04:49.682309+00
8851,641,2018-10-07 21:04:53.217319+00
8852,396,2018-10-07 21:05:39.873304+00
8853,290,2018-10-07 21:05:42.440904+00
8854,61,2018-10-07 21:06:05.344119+00
8855,498,2018-10-07 21:06:08.648816+00
8856,84,2018-10-07 21:06:13.377461+00
8857,69,2018-10-07 21:06:51.554952+00
8858,130,2018-10-07 21:07:00.570415+00
8859,206,2018-10-07 21:07:04.232514+00
8860,7,2018-10-07 21:07:10.028262+00
8861,412,2018-10-07 21:07:24.40459+00
8862,65,2018-10-07 21:08:22.306794+00
8863,425,2018-10-07 21:08:50.987617+00
8864,101,2018-10-07 21:08:52.526639+00
8865,669,2018-10-07 21:09:00.858395+00
8866,449,2018-10-07 21:09:02.480513+00
8867,62,2018-10-07 21:09:22.197526+00
8868,796,2018-10-07 21:09:47.512499+00
8869,340,2018-10-07 21:09:49.640996+00
8870,858,2018-10-07 21:10:05.742606+00
8871,609,2018-10-07 21:10:33.374861+00
8872,532,2018-10-07 21:11:20.237707+00
8873,388,2018-10-07 21:12:15.505759+00
8874,488,2018-10-07 21:12:25.723848+00
8875,109,2018-10-07 21:12:44.911403+00
8876,653,2018-10-07 21:13:00.227619+00
8877,449,2018-10-07 21:13:40.832218+00
8878,691,2018-10-07 21:13:45.043835+00
8879,633,2018-10-07 21:13:52.318654+00
8880,387,2018-10-07 21:13:56.96755+00
8881,81,2018-10-07 21:14:04.499361+00
8882,888,2018-10-07 21:14:50.15356+00
8883,48,2018-10-07 21:14:53.684204+00
8884,811,2018-10-07 21:15:08.42687+00
8885,503,2018-10-07 21:15:26.657659+00
8886,968,2018-10-07 21:16:00.724056+00
8887,282,2018-10-07 21:16:10.425392+00
8888,53,2018-10-07 21:16:49.813863+00
8889,378,2018-10-07 21:17:08.921777+00
8890,249,2018-10-07 21:17:19.644258+00
8891,899,2018-10-07 21:17:53.863903+00
8892,443,2018-10-07 21:18:07.992911+00
8893,959,2018-10-07 21:18:08.511812+00
8894,88,2018-10-07 21:18:37.906692+00
8895,506,2018-10-07 21:18:51.092891+00
8896,99,2018-10-07 21:19:07.553556+00
8897,266,2018-10-07 21:19:15.847495+00
8898,572,2018-10-07 21:19:24.808926+00
8899,715,2018-10-07 21:19:39.812195+00
8900,851,2018-10-07 21:20:02.840192+00
8901,735,2018-10-07 21:20:04.934294+00
8902,786,2018-10-07 21:20:32.63984+00
8903,838,2018-10-07 21:20:35.448733+00
8904,650,2018-10-07 21:21:04.549745+00
8905,716,2018-10-07 21:21:05.725827+00
8906,817,2018-10-07 21:21:10.650849+00
8907,552,2018-10-07 21:21:25.035956+00
8908,858,2018-10-07 21:21:31.653498+00
8909,281,2018-10-07 21:22:07.446113+00
8910,327,2018-10-07 21:22:24.115719+00
8911,543,2018-10-07 21:22:34.354178+00
8912,727,2018-10-07 21:22:57.581778+00
8913,236,2018-10-07 21:23:19.770843+00
8914,215,2018-10-07 21:23:33.327443+00
8915,897,2018-10-07 21:24:08.798181+00
8916,286,2018-10-07 21:24:22.353359+00
8917,674,2018-10-07 21:24:26.5257+00
8918,715,2018-10-07 21:24:54.513088+00
8919,78,2018-10-07 21:25:12.376305+00
8920,708,2018-10-07 21:25:17.363405+00
8921,839,2018-10-07 21:25:18.251695+00
8922,816,2018-10-07 21:25:49.086181+00
8923,964,2018-10-07 21:25:57.006805+00
8924,603,2018-10-07 21:26:11.425292+00
8925,465,2018-10-07 21:26:36.715793+00
8926,863,2018-10-07 21:26:56.327786+00
8927,211,2018-10-07 21:27:26.033285+00
8928,141,2018-10-07 21:27:26.127893+00
8929,715,2018-10-07 21:27:41.232142+00
8930,845,2018-10-07 21:27:52.026733+00
8931,407,2018-10-07 21:28:24.967786+00
8932,321,2018-10-07 21:28:30.582897+00
8933,241,2018-10-07 21:29:22.047699+00
8934,182,2018-10-07 21:29:44.258671+00
8935,92,2018-10-07 21:29:54.300529+00
8936,655,2018-10-07 21:30:07.917925+00
8937,771,2018-10-07 21:31:14.251306+00
8938,636,2018-10-07 21:31:30.549318+00
8939,261,2018-10-07 21:31:33.299398+00
8940,516,2018-10-07 21:32:11.815876+00
8941,947,2018-10-07 21:32:15.41412+00
8942,129,2018-10-07 21:32:24.403314+00
8943,678,2018-10-07 21:33:16.685275+00
8944,250,2018-10-07 21:33:36.489419+00
8945,759,2018-10-07 21:33:51.238612+00
8946,635,2018-10-07 21:35:13.806199+00
8947,338,2018-10-07 21:35:26.954992+00
8948,980,2018-10-07 21:35:48.43702+00
8949,739,2018-10-07 21:36:01.988884+00
